dataset,p_q,algorithm,purity,num_clusters,k
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,13
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,14
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,15
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,16
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,17
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,18
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,19
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,20
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,50
./synthetic_graphs/three_graphs/size_fifty\50_10.txt,50_10,girvan-newman,0.6666666666666666,3,100
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,1
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\60_1.txt,60_1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\60_10.txt,60_10,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\60_20.txt,60_20,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,1
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\70_1.txt,70_1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\70_10.txt,70_10,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\70_20.txt,70_20,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\70_30.txt,70_30,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,0.6666666666666666,3,0.5
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,1
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,2
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,3
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\80_1.txt,80_1,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,0.6666666666666666,3,3
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,4
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,5
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,10
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,11
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,12
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,13
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,14
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,15
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,16
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,17
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,18
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,19
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,20
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,50
./synthetic_graphs/three_graphs/size_fifty\80_10.txt,80_10,girvan-newman,1.0,3,100
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\80_20.txt,80_20,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,0.1
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,0.5
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,1
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,2
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,3
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,4
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,5
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,10
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,11
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,12
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,13
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,14
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,15
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,16
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,17
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,18
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,19
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,20
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,50
./synthetic_graphs/three_graphs/size_fifty\80_30.txt,80_30,girvan-newman,0.3466666666666667,3,100
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,0.1
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,0.5
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,1
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,2
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,3
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\100_1.txt,100_1,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\100_10.txt,100_10,girvan-newman,1.0,5,100
